# number of creeks									
1									
# initial number of tagged fish released at each creek									
146									
# number of sites at each creek									
10									
# number of times that each creek was resampled									
5									
# number of traps per site									
3									
# counts of tagged fish rows are site*event*creek, columns are replicate traps									
0	0	2							
3	2	2							
0	0	0							
2	0	2							
0	2	2							
5	1	1							
2	1	0							
1	0	0							
5	0	0							
3	0	6							
0	0	0							
0	0	0							
0	0	0							
0	0	0							
3	0	0							
0	0	0							
0	0	0							
0	0	0							
2	2	2							
1	0	2							
2	0	0							
3	2	1							
0	0	2							
1	3	2							
1	0	0							
0	0	2							
2	0	0							
0	0	0							
0	1	0							
1	3	2							
0	0	0							
0	0	0							
0	0	0							
0	1	0							
1	0	0							
0	0	0							
1	0	0							
0	1	0							
0	1	0							
0	0	0							
0	0	1							
0	0	0							
0	0	0							
0	0	0							
1	0	1							
0	0	0							
0	0	1							
0	1	0							
0	0	0							
0	0	0							
# distances - rows are creeks, columns are sites. Use -9 to fill missing sites in matrix									
0	10	10	20	30	40	50	60	80	90
# times rows are creeks, columns are sampling events									
1	12	43	68	116					
