# number of creeks								
1								
# initial number of tagged fish released at each creek								
221								
# number of sites at each creek								
6								
# number of times that each creek was resampled								
9								
# number of traps per site								
3								
# counts of tagged fish rows are site*event*creek, columns are replicate traps								
6	6	8						
0	7	0						
0	0	0						
2	3	0						
0	0	0						
0	0	0						
6	12	10						
11	5	5						
4	3	5						
1	0	2						
0	0	0						
0	0	0						
8	14	12						
6	4	1						
0	3	7						
1	6	6						
9	2	5						
1	1	1						
4	1	2						
1	1	1						
2	6	0						
4	1	3						
0	4	0						
0	0	0						
6	8	6						
1	0	6						
13	3	8						
7	1	0						
1	4	1						
0	2	1						
3	3	3						
0	3	0						
3	1	0						
0	3	5						
0	0	2						
0	0	1						
3	3	1						
1	1	1						
1	0	0						
0	0	0						
0	1	0						
0	0	1						
0	0	0						
0	0	0						
0	0	0						
0	0	1						
0	0	0						
0	0	0						
0	0	0						
0	0	0						
0	0	0						
0	0	0						
0	0	0						
0	0	0						
# distances - rows are creeks, columns are sites. Use -9 to fill missing sites in matrix								
0	5	10	15	30	60			
# times rows are creeks, columns are sampling events								
1	2	8	20	59	153	222	291	339
