# number of creeks								
1
# initial number of tagged fish released at each creek								
851
# number of sites at each creek								
6
# number of times that each creek was resampled								
1
# number of traps per site								
3
# counts of tagged fish rows are site*event*creek, columns are replicate traps								
2	1	0
3	0	0
0	0	0
0	0	0
0	0	0
1	0	0
# distances - rows are creeks, columns are sites. Use -9 to fill missing sites in matrix								
0	20	50	100	150	200
# times rows are creeks, columns are sampling events								
2
